deal_id,company_id,deal_created_date,deal_close_date,status,product_code,product_name,channel,owner,deal_mrr,reopened_flag,company_name,industry,employee_count,is_partner,first_invoice_date
D204468,C101845,28/11/2024,9/01/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,awong,6921,0,Alpha Ltd,Retail,11,0,1/02/2025
D204469,C100732,26/07/2024,13/08/2024,Closed Won,PM,People Management,Partners,shao,1069,0,Rimu Harbour Limited,Legal,1,0,1/09/2024
D204470,C103674,29/02/2024,26/03/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,unassigned,4626,0,Beta Trust,Education,61,0,1/04/2024
D204471,C101479,15/05/2024,,Open,PAYROLL_DIY,Payroll DIY,Partners,dt,607,0,Harbour Services,Retail,51,0,1/01/2025
D204472,C100514,28/04/2025,17/07/2025,Closed Lost,PAYROLL_DIY,Payroll DIY,Partners,dinkster,2584,0,Harbour Trust,Manufacturing,58,0,
D204473,C102732,11/04/2024,26/06/2024,Closed Won,PM,People Management,Direct,shao,989,0,Ohomairangi Pivot Group,Legal,7,1,1/07/2024
D204474,C101499,20/09/2024,8/12/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,dinkster,1198,0,Beta Kauri Co.,Accounting,79,0,1/12/2024
D204475,C101623,16/07/2024,20/08/2024,Closed Won,PM,People Management,Direct,dt,1578,0,Nimbus Co.,Healthcare,65,0,1/09/2024
D204476,C103916,4/03/2024,30/03/2024,Closed Won,PM,People Management,Partners,awong,606,0,Alpha Co.,Accounting,43,0,1/05/2024
D204477,C102063,8/01/2025,21/03/2025,Closed Lost,PAYROLL_MPS,Managed Payroll,Direct,unassigned,6269,0,Kea Alpha Ltd,Legal,64,1,
D204478,C103064,30/03/2024,15/04/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,dt,2881,0,Rimu Ltd,Software,5,0,1/05/2024
D204479,C100111,3/04/2025,26/04/2025,Closed Won,PM,People Management,Direct,shao,-1454,0,Wenita Group,Manufacturing,3,1,1/05/2025
D204480,C101632,4/03/2024,,Open,PAYROLL_MPS,Managed Payroll,Partners,dt,6403,0,Beta Limited,Healthcare,12,0,1/09/2024
D204481,C101224,18/10/2024,14/11/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,unassigned,1687,0,Atlas Pivot Co.,Retail,52,0,1/12/2024
D204482,C102958,20/08/2024,16/10/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,dt,331,0,Summit Eurotec Limited,Retail,31,0,1/10/2024
D204483,C101360,16/11/2024,11/02/2025,Closed Won,PM,People Management,Partners,awong,726,0,Alpha Co.,Education,14,0,1/03/2025
D204484,C101482,17/10/2024,6/01/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,unassigned,1386,0,Atlas Ltd,Software,70,1,1/01/2025
D204485,C101952,29/11/2024,23/12/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,mkoenen,2764,0,Tui Limited,Retail,77,0,1/01/2025
D204486,C103715,25/06/2025,18/08/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,mkoenen,300,0,Beta Co.,Accounting,69,0,1/09/2025
D204487,C103872,17/06/2025,8/09/2025,Closed Lost,ADD_ON_TKR,TKR Add-on,Direct,dt,716,0,Pivot Kea Trust,Healthcare,46,0,
D204488,C104016,2/03/2025,,Open,PAYROLL_DIY,Payroll DIY,Direct,dinkster,2531,0,Beta Group,Construction,32,0,1/05/2024
D204489,C104921,25/01/2025,,Open,PAYROLL_DIY,Payroll DIY,Partners,mkoenen_tmp,1237,0,Eurotec Nimbus Ltd,Retail,44,0,1/05/2025
D204490,C100470,12/02/2024,12/03/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,dt,3442,0,Rimu Ltd,Software,1,0,1/04/2024
D204491,C103595,29/03/2024,26/06/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,shao,270,0,Kauri Holdings,Manufacturing,32,0,1/07/2024
D204492,C102037,25/05/2024,28/07/2024,Closed Won,PM,People Management,Direct,dinkster,1847,0,Kea Ltd,Retail,1,0,1/08/2024
D204493,C101168,20/06/2024,,Open,ADD_ON_TKR,TKR Add-on,Direct,unassigned,334,0,Atlas Limited,Manufacturing,13,0,1/11/2024
D204494,C104528,9/01/2024,22/03/2024,Closed Won,PM,People Management,Direct,shao,516,0,Kea Wenita Partners,Legal,61,0,1/04/2024
D204495,C101932,26/05/2024,31/07/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,mkoenen,629,0,Kauri Services,Education,49,0,1/08/2024
D204496,C104454,12/04/2024,11/06/2024,Closed Lost,ADD_ON_TKR,TKR Add-on,Direct,shao,1132,0,Kauri Trust,Accounting,1,0,
D204497,C104714,1/01/2025,21/02/2025,Closed Won,PM,People Management,Direct,shao,768,0,Summit Partners,Construction,7,0,1/03/2025
D204498,C102645,18/10/2024,30/11/2024,Closed Won,PM,People Management,Partners,dt,1477,0,Rimu Eurotec Trust,Retail,1,0,1/12/2024
D204499,C101020,8/12/2024,18/12/2024,Closed Lost,ADD_ON_TKR,TKR Add-on,Partners,mkoenen,550,0,Ohomairangi Eurotec Holdings,Legal,1,0,
D204500,C102929,16/03/2025,5/06/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,dinkster,2419,0,Pivot Atlas Services,Construction,12,0,1/06/2025
D204501,C101734,14/11/2024,11/02/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,shao,5485,0,Beta Ltd,Accounting,35,0,1/02/2025
D204502,C103647,9/09/2024,9/10/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,unassigned,659,0,Pivot Group,Accounting,1,0,1/10/2024
D204503,C103770,11/04/2024,14/06/2024,Closed Lost,PAYROLL_MPS,Managed Payroll,Partners,unassigned,4029,0,Rimu Holdings,Construction,1,0,
D204504,C101129,1/11/2024,,Open,PAYROLL_MPS,Managed Payroll,Partners,awong,4716,0,Kea Limited,Construction,9,0,1/04/2025
D204505,C100388,14/03/2024,25/03/2024,Closed Lost,PAYROLL_MPS,Managed Payroll,Partners,dt,1499,0,Beta Partners,Retail,55,0,
D204506,C102300,11/03/2024,,Open,PM,People Management,Direct,shao,1588,0,Tui Ltd,Construction,17,0,1/09/2024
D204507,C100438,19/04/2024,6/05/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,shao,1272,0,Ohomairangi Limited,Retail,31,0,1/06/2024
D204508,C101468,15/03/2025,5/05/2025,Closed Lost,PAYROLL_MPS,Managed Payroll,Direct,mkoenen,6493,0,Atlas Pivot Group,Healthcare,49,0,
D204509,C102668,17/12/2024,,Open,ADD_ON_TKR,TKR Add-on,Partners,unassigned,601,0,Rimu Atlas Trust,Construction,1,0,1/05/2024
D204510,C101923,18/06/2025,,Open,ADD_ON_TKR,TKR Add-on,Partners,shao,1205,0,Tui Group,Legal,44,0,1/03/2024
D204511,C100734,30/03/2025,,Open,PAYROLL_MPS,Managed Payroll,Partners,mkoenen,2143,0,Harbour Partners,Legal,39,0,1/01/2025
D204512,C100976,8/01/2024,11/03/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,dt,5162,0,Beta Trust,Healthcare,25,0,1/03/2024
D204513,C103909,6/01/2024,,Open,ADD_ON_TKR,TKR Add-on,Partners,awong,296,0,Beta Wenita Services,Education,36,0,1/07/2025
D204514,C102955,19/11/2024,,Open,PAYROLL_DIY,Payroll DIY,Partners,unassigned,2000,0,Atlas Limited,Manufacturing,25,0,1/11/2024
D204515,C101837,5/05/2024,17/06/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,dinkster,1108,0,Eurotec Trust,Retail,45,0,1/07/2024
D204516,C103167,11/05/2025,,Open,ADD_ON_TKR,TKR Add-on,Direct,unassigned,1318,0,Tui Atlas Partners,Education,1,1,1/12/2024
D204517,C101031,13/06/2025,20/06/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,shao,2119,0,Nimbus Group,Software,29,0,1/07/2025
D204518,C103095,31/03/2025,1/04/2025,Closed Lost,PM,People Management,Direct,dinkster,1507,0,Eurotec Trust,Manufacturing,5,0,
D204519,C103570,21/03/2025,24/03/2025,Closed Lost,ADD_ON_TKR,TKR Add-on,Partners,awong,573,0,Pivot Group,Healthcare,36,0,
D204520,C103483,20/02/2025,22/02/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,shao,1843,0,Beta Duncan Air Trust,Software,37,0,1/03/2025
D204521,C103172,31/03/2025,16/05/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,shao,2193,0,Wenita Co.,Manufacturing,4,0,1/06/2025
D204522,C102751,5/06/2024,9/07/2024,Closed Lost,PAYROLL_MPS,Managed Payroll,Partners,awong,4754,0,Ohomairangi Services,Accounting,1,0,
D204523,C102660,1/10/2024,,Open,PAYROLL_DIY,Payroll DIY,Partners,unassigned,2612,0,Duncan Air Partners,Legal,20,0,1/10/2024
D204524,C100459,8/06/2025,,Open,PAYROLL_DIY,Payroll DIY,Partners,unassigned,463,0,Eurotec Co.,Manufacturing,22,0,1/07/2024
D204525,C103737,18/08/2024,4/10/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,awong,1993,0,Ohomairangi Trust,Legal,47,0,1/10/2024
D204526,C102682,16/05/2024,24/05/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,dt,3249,0,Nimbus Harbour Services,Accounting,1,0,1/06/2024
D204527,C101617,20/03/2024,,Open,ADD_ON_TKR,TKR Add-on,Partners,dt,970,0,Duncan Air Services,Retail,56,0,1/07/2024
D204528,C100748,3/02/2024,,Open,PAYROLL_DIY,Payroll DIY,Direct,mkoenen,439,0,Kauri Holdings,Manufacturing,68,0,1/08/2025
D204529,C101477,2/11/2024,18/11/2024,Closed Lost,PAYROLL_MPS,Managed Payroll,Direct,dinkster,4184,0,Duncan Air Ltd,Software,1,0,
D204530,C102855,29/11/2024,9/01/2025,Closed Lost,PAYROLL_DIY,Payroll DIY,Partners,unassigned,1064,0,Beta Holdings,Legal,57,0,
D204531,C104281,26/03/2025,7/04/2025,Closed Lost,ADD_ON_TKR,TKR Add-on,Direct,shao,1193,0,Alpha Kauri Group,Education,8,0,
D204532,C100572,15/04/2024,,Open,PAYROLL_MPS,Managed Payroll,Partners,unassigned,5689,0,Ohomairangi Group,Healthcare,52,0,1/06/2024
D204533,C100064,14/10/2024,17/10/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,dinkster,6130,0,Eurotec Partners,Retail,1,0,1/11/2024
D204534,C101690,30/04/2025,17/07/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,dt,626,0,Beta Trust,Legal,1,0,1/08/2025
D204535,C102124,12/04/2024,18/05/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,shao,953,1,Ohomairangi Alpha Holdings,Healthcare,13,0,1/06/2024
D204536,C100849,19/02/2025,9/04/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,dinkster,2642,0,Summit Group,Retail,54,0,1/05/2025
D204537,C103204,6/09/2024,19/11/2024,Closed Won,PM,People Management,Partners,shao,739,0,Ohomairangi Holdings,Healthcare,64,0,1/12/2024
D204538,C100072,14/07/2024,,Open,PAYROLL_DIY,Payroll DIY,Partners,dinkster,1750,0,Wenita Group,Construction,15,0,1/04/2025
D204539,C103425,5/07/2024,24/09/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,dinkster,1808,0,Ohomairangi Eurotec Trust,Manufacturing,25,0,1/11/2024
D204540,C103035,31/07/2024,17/08/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,unassigned,5727,0,Beta Co.,Retail,82,0,1/08/2024
D204541,C100381,21/02/2025,,Open,PM,People Management,Partners,unassigned,664,0,Beta Partners,Accounting,57,0,1/08/2025
D204542,C102607,30/09/2024,13/11/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,mkoenen,1806,0,Wenita Trust,Construction,1,0,1/12/2024
D204543,C104464,30/04/2025,1/05/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,dt,1132,0,Tui Partners,Education,1,0,1/06/2025
D204544,C100340,4/03/2025,9/03/2025,Closed Lost,ADD_ON_TKR,TKR Add-on,Direct,shao,1384,0,Pivot Group,Legal,94,0,
D204545,C101246,1/01/2024,8/01/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,mkoenen,1672,0,Alpha Ltd,Manufacturing,4,0,1/01/2024
D204546,C101607,22/02/2025,26/04/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,unassigned,495,0,Kauri Co.,Education,106,0,1/05/2025
D204547,C104367,26/03/2024,31/05/2024,Closed Lost,ADD_ON_TKR,TKR Add-on,Partners,mkoenen_tmp,755,0,Ohomairangi Holdings,Software,19,0,
D204548,C101715,22/02/2024,17/03/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,unassigned,2648,0,Nimbus Beta Trust,Software,37,0,1/03/2024
D204549,C100375,1/07/2025,,Open,PM,People Management,Direct,mkoenen,2562,0,Alpha Wenita Group,Construction,41,0,1/09/2025
D204550,C100208,22/10/2024,,Open,PM,People Management,Direct,awong,1042,0,Harbour Ltd,Software,77,0,1/07/2025
D204551,C104200,15/03/2025,2/05/2025,Closed Won,PM,People Management,Direct,dinkster,524,0,Duncan Air Services,Education,8,0,1/06/2025
D204552,C102867,25/12/2024,24/02/2025,Closed Won,PM,People Management,Direct,dt,704,0,Harbour Harbour Trust,Retail,17,0,1/03/2025
D204553,C100831,29/06/2025,16/09/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,awong,1646,0,Atlas Holdings,Retail,1,0,1/09/2025
D204554,C103921,6/02/2024,,Open,ADD_ON_TKR,TKR Add-on,Direct,awong,391,0,Ohomairangi Wenita Group,Healthcare,58,0,1/07/2025
D204555,C104359,19/04/2024,6/06/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,dinkster_tmp,939,0,Atlas Ltd,Retail,29,0,1/06/2024
D204556,C103193,8/06/2024,5/07/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,dt,9025,0,Atlas Holdings,Healthcare,25,0,1/07/2024
D204557,C101306,5/06/2024,15/07/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,dinkster,3015,0,Ohomairangi Trust,Healthcare,20,0,1/07/2024
D204558,C103680,25/09/2024,24/11/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,mkoenen,5321,0,Nimbus Duncan Air Services,Retail,1,0,1/12/2024
D204559,C101655,14/04/2024,,Open,PM,People Management,Direct,shao,998,0,Alpha Atlas Ltd,Software,1,0,1/02/2025
D204560,C104350,27/03/2025,13/06/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,dt,0,0,Pivot Kauri Co.,Healthcare,1,0,1/06/2025
D204561,C100890,1/10/2024,19/11/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,awong,8964,0,Wenita Trust,Accounting,2,0,1/12/2024
D204562,C102735,16/01/2024,9/02/2024,Closed Won,PM,People Management,Partners,unassigned,1570,0,Duncan Air Limited,Education,1,0,1/03/2024
D204563,C102821,10/05/2025,14/06/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,dinkster,2098,0,Alpha Trust,Construction,30,0,1/07/2025
D204564,C102817,18/12/2024,15/02/2025,Closed Lost,PM,People Management,Partners,mkoenen,1606,0,Nimbus Trust,Construction,69,0,
D204565,C102185,26/05/2025,5/08/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,shao,125,0,Ohomairangi Holdings,Manufacturing,66,0,1/09/2025
D204566,C103020,12/09/2024,5/12/2024,Closed Won,PM,People Management,Partners,shao,0,0,Alpha Ltd,Healthcare,1,0,1/01/2025
D204567,C100804,5/08/2024,2/09/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,mkoenen,810,0,Nimbus Co.,Education,20,0,1/09/2024
D204568,C103814,25/08/2024,19/11/2024,Closed Won,PM,People Management,Direct,dinkster,1920,0,Alpha Co.,Construction,40,0,1/12/2024
D204569,C102151,7/05/2024,18/06/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,unassigned,2225,0,Kauri Services,Healthcare,51,0,1/06/2024
D204570,C102924,10/09/2024,20/11/2024,Closed Won,PM,People Management,Partners,unassigned,1091,0,Beta Wenita Holdings,Manufacturing,57,0,1/01/2025
D204571,C102673,6/11/2024,2/12/2024,Closed Lost,ADD_ON_TKR,TKR Add-on,Partners,shao,954,0,Pivot Holdings,Construction,56,0,
D204572,C104641,14/05/2025,,Open,PM,People Management,Partners,shao,2097,0,Summit Group,Accounting,1,0,1/07/2025
D204573,C100976,27/08/2024,,Open,PM,People Management,Direct,nobody,0,0,Beta Trust,Healthcare,25,0,1/06/2025
D204574,C103889,20/08/2024,5/10/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,mkoenen,872,0,Ohomairangi Group,Healthcare,90,0,1/11/2024
D204575,C100337,26/03/2024,12/06/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,shao,953,0,Duncan Air Limited,Software,32,1,1/07/2024
D204576,C102201,30/04/2024,13/06/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,unassigned,202,0,Eurotec Co.,Accounting,52,0,1/06/2024
D204577,C103119,17/11/2024,30/01/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,unassigned,4669,0,Kea Ltd,Legal,41,0,1/02/2025
D204578,C100087,14/10/2024,,Open,PM,People Management,Partners,awong,1703,0,Duncan Air Group,Accounting,1,0,1/05/2024
D204579,C100548,3/01/2025,,Open,ADD_ON_TKR,TKR Add-on,Direct,dt_tmp,0,0,Ohomairangi Harbour Services,Legal,40,0,1/04/2025
D204580,C104677,24/03/2024,27/03/2024,Closed Lost,PAYROLL_MPS,Managed Payroll,Direct,dt,2945,0,Wenita Ltd,Retail,12,0,
D204581,C102728,29/05/2025,8/08/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,unassigned,1375,0,Beta Tui Trust,Manufacturing,46,0,1/09/2025
D204582,C103378,14/11/2024,8/01/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,mkoenen,1391,0,Atlas Atlas Partners,Legal,81,0,1/01/2025
D204583,C100727,8/08/2024,24/08/2024,Closed Lost,PM,People Management,Partners,dinkster,1641,0,Nimbus Partners,Software,1,0,
D204584,C102174,3/08/2024,4/10/2024,Closed Lost,ADD_ON_TKR,TKR Add-on,Direct,dt,1279,0,Harbour Ltd,Software,56,1,
D204585,C103200,14/02/2024,,Open,PAYROLL_MPS,Managed Payroll,Direct,awong,2368,0,Wenita Group,Retail,44,0,1/03/2024
D204586,C101059,11/10/2024,29/11/2024,Closed Won,PM,People Management,Partners,mkoenen,869,0,Ohomairangi Wenita Group,Education,17,0,1/01/2025
D204587,C103121,17/06/2024,13/09/2024,Closed Won,PM,People Management,Partners,shao,657,0,Pivot Services,Retail,30,0,1/10/2024
D204588,C102018,8/03/2024,1/05/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,mkoenen,948,0,Kauri Group,Healthcare,8,0,1/05/2024
D204589,C100021,30/05/2025,21/08/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,dt,6315,0,Pivot Holdings,Healthcare,24,0,1/08/2025
D204590,C100843,3/08/2024,,Open,PAYROLL_MPS,Managed Payroll,Direct,shao,5263,0,Rimu Holdings,Construction,1,0,1/04/2025
D204591,C101250,8/12/2024,22/12/2024,Closed Won,PM,People Management,Partners,shao,2043,0,Rimu Ltd,Manufacturing,1,0,1/01/2025
D204592,C104854,4/12/2024,,Open,PAYROLL_MPS,Managed Payroll,Partners,mkoenen,4522,0,Tui Limited,Construction,8,1,1/04/2025
D204593,C103352,4/03/2025,10/04/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,dt,1126,0,Ohomairangi Rimu Limited,Accounting,20,0,1/04/2025
D204594,C104491,22/01/2025,21/04/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,shao,929,0,Ohomairangi Ohomairangi Partners,Education,5,0,1/05/2025
D204595,C100314,15/07/2024,12/10/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,dt,943,0,Duncan Air Services,Software,1,0,1/11/2024
D204596,C102850,20/02/2024,21/04/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,mkoenen,1325,0,Nimbus Beta Co.,Legal,1,0,1/05/2024
D204597,C101198,19/02/2025,15/05/2025,Closed Lost,PAYROLL_DIY,Payroll DIY,Direct,dt,1405,0,Duncan Air Group,Construction,6,0,
D204598,C103251,6/06/2024,,Open,PM,People Management,Partners,dinkster,1564,0,Kauri Co.,Healthcare,41,0,1/04/2025
D204599,C100867,7/10/2024,18/10/2024,Closed Lost,PAYROLL_MPS,Managed Payroll,Partners,shao,4364,0,Harbour Holdings,Education,27,0,
D204600,C103175,6/01/2024,13/03/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,mkoenen,7696,0,Duncan Air Services,Healthcare,33,0,1/04/2024
D204601,C100508,11/03/2024,13/03/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,dt,626,0,Rimu Alpha Services,Accounting,4,0,1/04/2024
D204602,C102693,11/01/2025,3/02/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,mkoenen,355,0,Atlas Ltd,Retail,26,0,1/03/2025
D204603,C100571,22/02/2024,,Open,ADD_ON_TKR,TKR Add-on,Partners,dinkster,1634,0,Duncan Air Rimu Limited,Retail,1,0,1/04/2024
D204604,C104280,18/03/2024,,Open,PAYROLL_DIY,Payroll DIY,Partners,unassigned,1042,0,Summit Limited,Education,1,0,1/04/2025
D204605,C104612,31/10/2024,,Open,PM,People Management,Direct,shao,2115,0,Alpha Co.,Legal,13,0,1/08/2025
D204606,C104286,21/09/2024,,Open,PM,People Management,Direct,unassigned,1765,0,Beta Co.,Retail,43,0,1/09/2024
D204607,C104665,16/03/2025,,Open,PAYROLL_DIY,Payroll DIY,Direct,mkoenen,552,0,Kauri Harbour Trust,Construction,54,0,1/12/2024
D204608,C101516,18/04/2024,21/06/2024,Closed Lost,ADD_ON_TKR,TKR Add-on,Partners,awong,1290,0,Harbour Co.,Retail,9,1,
D204609,C103615,18/01/2025,,Open,PM,People Management,Direct,awong,176,0,Beta Group,Healthcare,29,0,1/12/2024
D204610,C104327,15/02/2025,1/04/2025,Closed Lost,PAYROLL_MPS,Managed Payroll,Direct,dt,2194,0,Wenita Trust,Accounting,33,0,
D204611,C103652,31/01/2024,7/02/2024,Closed Won,PAYROLL_DIY,Payroll DIY,Partners,mkoenen,2604,0,Rimu Co.,Accounting,1,0,1/02/2024
D204612,C104145,25/01/2024,16/04/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,mkoenen_tmp,760,0,Duncan Air Partners,Software,7,0,1/05/2024
D204613,C100409,19/09/2024,,Open,PAYROLL_DIY,Payroll DIY,Partners,dinkster,1343,0,Beta Trust,Accounting,36,0,1/03/2025
D204614,C104588,18/01/2025,25/03/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,awong,339,0,Ohomairangi Ltd,Accounting,8,0,1/04/2025
D204615,C100771,29/10/2024,1/11/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,dinkster,4947,0,Summit Wenita Limited,Education,1,0,1/12/2024
D204616,C104889,6/02/2024,3/05/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,dt,5714,0,Nimbus Limited,Retail,4,1,1/06/2024
D204617,C103924,4/08/2024,14/09/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,mkoenen,401,0,Nimbus Ltd,Construction,40,0,1/09/2024
D204618,C104827,23/09/2024,30/10/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,dinkster,2962,0,Rimu Partners,Software,1,0,1/11/2024
D204619,C104834,23/05/2024,16/07/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,mkoenen,2631,0,Tui Atlas Group,Software,36,0,1/08/2024
D204620,C103080,12/02/2025,,Open,PM,People Management,Direct,awong,1491,0,Atlas Limited,Software,90,0,1/10/2024
D204621,C101354,4/03/2024,24/05/2024,Closed Lost,PAYROLL_MPS,Managed Payroll,Direct,awong,5341,0,Nimbus Ltd,Accounting,32,0,
D204622,C104367,7/01/2024,3/02/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,dt,737,0,Ohomairangi Holdings,Software,19,0,1/02/2024
D204623,C102412,13/11/2024,21/11/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,unassigned,932,0,Harbour Trust,Legal,59,0,1/12/2024
D204624,C104828,29/02/2024,29/03/2024,Closed Won,PM,People Management,Direct,dt,2227,0,Kea Limited,Healthcare,23,0,1/05/2024
D204625,C104887,31/07/2024,4/09/2024,Closed Lost,PAYROLL_DIY,Payroll DIY,Direct,shao,1892,0,Duncan Air Group,Retail,82,0,
D204626,C102024,12/03/2025,,Open,PM,People Management,Partners,shao,812,0,Atlas Wenita Trust,Manufacturing,28,0,1/06/2024
D204627,C103711,16/03/2024,,Open,ADD_ON_TKR,TKR Add-on,Direct,mkoenen,971,0,Alpha Group,Accounting,27,0,1/04/2024
D204628,C103202,17/05/2024,16/07/2024,Closed Lost,PAYROLL_MPS,Managed Payroll,Direct,unassigned,5836,0,Tui Ltd,Legal,41,0,
D204629,C104962,15/11/2024,4/01/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,dinkster,3440,0,Tui Beta Partners,Education,17,0,1/01/2025
D204630,C100250,18/05/2024,7/06/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,shao,1769,0,Kea Group,Software,58,0,1/07/2024
D204631,C103008,27/05/2024,6/07/2024,Closed Won,PM,People Management,Partners,unassigned,885,0,Kea Kea Group,Construction,21,0,1/07/2024
D204632,C101446,19/03/2025,11/05/2025,Closed Won,PM,People Management,Partners,unassigned,926,0,Harbour Trust,Healthcare,33,0,1/05/2025
D204633,C101998,5/11/2024,29/12/2024,Closed Won,PM,People Management,Partners,shao,527,0,Nimbus Eurotec Limited,Education,4,0,1/01/2025
D204634,C102038,9/09/2024,17/11/2024,Closed Won,PM,People Management,Partners,shao,1538,0,Ohomairangi Partners,Software,19,1,1/12/2024
D204635,C102460,16/12/2024,12/03/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,shao,6949,0,Harbour Partners,Software,42,0,1/03/2025
D204636,C103907,6/02/2025,10/02/2025,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,dinkster,6977,0,Nimbus Kea Trust,Education,40,0,1/02/2025
D204637,C102221,22/06/2025,21/07/2025,Closed Won,ADD_ON_TKR,TKR Add-on,Direct,awong,1222,0,Summit Co.,Legal,19,1,1/08/2025
D204638,C102874,18/02/2024,30/04/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Partners,unassigned,1635,0,Nimbus Partners,Education,28,0,1/05/2024
D204639,C103007,7/12/2024,28/12/2024,Closed Won,PAYROLL_MPS,Managed Payroll,Direct,dinkster,4598,0,Harbour Group,Accounting,52,0,1/01/2025
D204640,C104361,3/04/2024,6/06/2024,Closed Won,PM,People Management,Partners,shao,764,0,Eurotec Services,Construction,62,0,1/06/2024
D204641,C103661,27/10/2024,24/01/2025,Closed Won,PAYROLL_DIY,Payroll DIY,Direct,shao,1380,0,Harbour Co.,Software,41,0,1/03/2025
D204642,C103882,25/07/2024,19/10/2024,Closed Won,ADD_ON_TKR,TKR Add-on,Partners,shao,971,0,Summit Eurotec Services,Manufacturing,123,0,1/11/2024
D204643,C104352,27/08/2024,,Open,PM,People Management,Partners,dinkster,-1274,0,Pivot Partners,Manufacturing,74,0,1/05/2024
